variant_name,master_seed,size_tag,family,dim,cfg,n_runs,drop_bal_acc_mean,drop_bal_acc_std
m1_hist_byteent,123,size_q4000_id1800_ood1800,quantum,12,zz_r2_full__d12,15,0.05552995705466135,0.013591522203673826
m1_hist_byteent,999,size_q1000_id500_ood500,classical,6,linear,15,-0.0361151372069796,0.03187253108513079
m1_hist_byteent,999,size_q1000_id500_ood500,classical,12,rbf_gscale,15,-0.018675839363415835,0.03750880022167885
m1_hist_byteent,999,size_q1000_id500_ood500,classical,8,rbf_gscale,15,-0.013982596832551052,0.03967346852744455
m1_hist_byteent,999,size_q1000_id500_ood500,classical,4,rbf_gscale,15,-0.011946993341731904,0.037061720594618645
m1_hist_byteent,999,size_q1000_id500_ood500,classical,10,rbf_gscale,15,-0.011176373175395816,0.043572705643173094
m1_hist_byteent,999,size_q1000_id500_ood500,classical,4,linear,15,-0.006304278526702079,0.03672182976439793
m1_hist_byteent,999,size_q1000_id500_ood500,classical,6,rbf_gscale,15,0.00951050883100446,0.036197412224291486
m1_hist_byteent,999,size_q1000_id500_ood500,classical,12,linear,15,0.03315961289588858,0.03594489201717906
m1_hist_byteent,999,size_q1000_id500_ood500,classical,8,linear,15,0.04106052915111837,0.019832320415890163
m1_hist_byteent,999,size_q1000_id500_ood500,classical,10,linear,15,0.04667058229102568,0.021048874696743478
m1_hist_byteent,999,size_q1000_id500_ood500,quantum,4,zmap_r2__d4,15,-0.026588444486086125,0.02234564403234627
m1_hist_byteent,999,size_q1000_id500_ood500,quantum,12,pauli_xz_r1_full__d12,15,-0.021780445254334403,0.03931909045090439
m1_hist_byteent,999,size_q1000_id500_ood500,quantum,8,pauli_xz_r1_full__d8,15,-0.02055357781822096,0.029653794074354797
m1_hist_byteent,999,size_q1000_id500_ood500,quantum,4,pauli_xz_r1_full__d4,15,-0.018248214007427887,0.028570618034693053
m1_hist_byteent,999,size_q1000_id500_ood500,quantum,6,pauli_xz_r1_full__d6,15,-0.01635061835716708,0.022130180617840247
m1_hist_byteent,999,size_q1000_id500_ood500,quantum,10,pauli_xz_r1_full__d10,15,-0.015284266728229875,0.027349848272171927
m1_hist_byteent,999,size_q1000_id500_ood500,quantum,8,zmap_r2__d8,15,-0.013190753028844293,0.019760650343108577
m1_hist_byteent,999,size_q1000_id500_ood500,quantum,4,zz_r1_full__d4,15,-0.012146003909869706,0.032158390311145826
m1_hist_byteent,999,size_q1000_id500_ood500,quantum,10,zmap_r2__d10,15,-0.011604797148135285,0.021441448598877397
m1_hist_byteent,999,size_q1000_id500_ood500,quantum,6,zmap_r2__d6,15,-0.009646450616034552,0.02001958770641397
m1_hist_byteent,999,size_q1000_id500_ood500,quantum,12,zmap_r2__d12,15,-0.009609176876307513,0.029469923451679855
m1_hist_byteent,999,size_q1000_id500_ood500,quantum,4,zz_r2_full__d4,15,0.0015316114640618439,0.023919242717459082
m1_hist_byteent,999,size_q1000_id500_ood500,quantum,6,zz_r1_full__d6,15,0.003515250309365858,0.02477202185352483
m1_hist_byteent,999,size_q1000_id500_ood500,quantum,8,zz_r1_full__d8,15,0.015680191655648358,0.01718527820103015
m1_hist_byteent,999,size_q1000_id500_ood500,quantum,6,zz_r2_full__d6,15,0.02291513497823714,0.034013262062461955
m1_hist_byteent,999,size_q1000_id500_ood500,quantum,10,zz_r1_full__d10,15,0.025928651862367657,0.021830994324167713
m1_hist_byteent,999,size_q1000_id500_ood500,quantum,12,zz_r1_full__d12,15,0.026663459326694006,0.028051661331505797
m1_hist_byteent,999,size_q1000_id500_ood500,quantum,8,zz_r2_full__d8,15,0.030703726777619254,0.01847773319246372
m1_hist_byteent,999,size_q1000_id500_ood500,quantum,10,zz_r2_full__d10,15,0.05659986230436185,0.03673316877355783
m1_hist_byteent,999,size_q1000_id500_ood500,quantum,12,zz_r2_full__d12,15,0.0761600023102948,0.027307034182548446
m1_hist_byteent,999,size_q2000_id1000_ood1000,classical,12,rbf_gscale,15,-0.030825027102142775,0.016643797951748075
m1_hist_byteent,999,size_q2000_id1000_ood1000,classical,8,rbf_gscale,15,-0.023895348475359915,0.013480140685200988
m1_hist_byteent,999,size_q2000_id1000_ood1000,classical,10,rbf_gscale,15,-0.018938799065866752,0.022171776597658843
m1_hist_byteent,999,size_q2000_id1000_ood1000,classical,6,rbf_gscale,15,-0.01838114517321021,0.01280145983598465
m1_hist_byteent,999,size_q2000_id1000_ood1000,classical,4,linear,15,-0.016983908051597055,0.058722644389031214
m1_hist_byteent,999,size_q2000_id1000_ood1000,classical,6,linear,15,-0.011358989149318936,0.04796256192257291
m1_hist_byteent,999,size_q2000_id1000_ood1000,classical,12,linear,15,-0.004162530230464571,0.04320046884889955
m1_hist_byteent,999,size_q2000_id1000_ood1000,classical,8,linear,15,0.0004546237176374183,0.03983714038117606
m1_hist_byteent,999,size_q2000_id1000_ood1000,classical,10,linear,15,0.01291489345306569,0.04339147354754993
m1_hist_byteent,999,size_q2000_id1000_ood1000,classical,4,rbf_gscale,15,0.027620325646678007,0.05617980495463614
m1_hist_byteent,999,size_q2000_id1000_ood1000,quantum,6,zmap_r2__d6,15,-0.016241489703561672,0.013731116876605722
m1_hist_byteent,999,size_q2000_id1000_ood1000,quantum,8,pauli_xz_r1_full__d8,15,-0.007983560101252962,0.012994980598726903
m1_hist_byteent,999,size_q2000_id1000_ood1000,quantum,8,zmap_r2__d8,15,-0.004716031162771439,0.01258322625934547
m1_hist_byteent,999,size_q2000_id1000_ood1000,quantum,4,zz_r1_full__d4,15,0.006021921924416506,0.03390549484791488
m1_hist_byteent,999,size_q2000_id1000_ood1000,quantum,10,pauli_xz_r1_full__d10,15,0.006953523092529945,0.027962816579762635
m1_hist_byteent,999,size_q2000_id1000_ood1000,quantum,10,zmap_r2__d10,15,0.008900692062666075,0.013032024553933262
m1_hist_byteent,999,size_q2000_id1000_ood1000,quantum,12,pauli_xz_r1_full__d12,15,0.00935596040826625,0.02584341710191968
m1_hist_byteent,999,size_q2000_id1000_ood1000,quantum,6,pauli_xz_r1_full__d6,15,0.013865392017135643,0.0516644085289399
m1_hist_byteent,999,size_q2000_id1000_ood1000,quantum,12,zmap_r2__d12,15,0.01627415725668569,0.018089097862864938
m1_hist_byteent,999,size_q2000_id1000_ood1000,quantum,4,pauli_xz_r1_full__d4,15,0.018566613320494762,0.06409954555634649
m1_hist_byteent,999,size_q2000_id1000_ood1000,quantum,4,zmap_r2__d4,15,0.019955589866458158,0.04271680357054217
m1_hist_byteent,999,size_q2000_id1000_ood1000,quantum,4,zz_r2_full__d4,15,0.026805169848586354,0.019859282038108154
m1_hist_byteent,999,size_q2000_id1000_ood1000,quantum,12,zz_r1_full__d12,15,0.028425868277016743,0.0061073401839837
m1_hist_byteent,999,size_q2000_id1000_ood1000,quantum,10,zz_r1_full__d10,15,0.03260929098918486,0.01299090434511992
m1_hist_byteent,999,size_q2000_id1000_ood1000,quantum,8,zz_r1_full__d8,15,0.03299008257562357,0.016901587723186534
m1_hist_byteent,999,size_q2000_id1000_ood1000,quantum,10,zz_r2_full__d10,15,0.03809107838876504,0.013614068402932349
m1_hist_byteent,999,size_q2000_id1000_ood1000,quantum,8,zz_r2_full__d8,15,0.039023025256553566,0.023149533734546708
m1_hist_byteent,999,size_q2000_id1000_ood1000,quantum,6,zz_r2_full__d6,15,0.039804048753134716,0.010659324587868236
m1_hist_byteent,999,size_q2000_id1000_ood1000,quantum,6,zz_r1_full__d6,15,0.04000945109740658,0.020019374583086846
m1_hist_byteent,999,size_q2000_id1000_ood1000,quantum,12,zz_r2_full__d12,15,0.05394882782374786,0.01983649389614016
m1_hist_byteent,999,size_q4000_id1800_ood1800,classical,12,rbf_gscale,15,-0.04071313471056722,0.011940615943383926
m1_hist_byteent,999,size_q4000_id1800_ood1800,classical,4,linear,15,-0.038494485000158764,0.029088529196385302
m1_hist_byteent,999,size_q4000_id1800_ood1800,classical,10,rbf_gscale,15,-0.03403795588198303,0.015737214032246354
m1_hist_byteent,999,size_q4000_id1800_ood1800,classical,8,rbf_gscale,15,-0.024454076075647223,0.00531112756066099
m1_hist_byteent,999,size_q4000_id1800_ood1800,classical,6,rbf_gscale,15,-0.016914526355952964,0.009763953009595348
m1_hist_byteent,999,size_q4000_id1800_ood1800,classical,4,rbf_gscale,15,-0.015755097500351933,0.006699596897546085
m1_hist_byteent,999,size_q4000_id1800_ood1800,classical,6,linear,15,-0.0041204241450499834,0.057006394704708994
m1_hist_byteent,999,size_q4000_id1800_ood1800,classical,12,linear,15,-0.0035112342641188195,0.04795436161889581
m1_hist_byteent,999,size_q4000_id1800_ood1800,classical,8,linear,15,0.0041333031983556015,0.05183935813327172
m1_hist_byteent,999,size_q4000_id1800_ood1800,classical,10,linear,15,0.0056394445826700055,0.04782228975014623
m1_hist_byteent,999,size_q4000_id1800_ood1800,quantum,4,pauli_xz_r1_full__d4,15,-0.019148991412742778,0.014980311784285275
m1_hist_byteent,999,size_q4000_id1800_ood1800,quantum,6,pauli_xz_r1_full__d6,15,-0.01756396816307417,0.01277110574414406
m1_hist_byteent,999,size_q4000_id1800_ood1800,quantum,6,zmap_r2__d6,15,-0.012007833434509863,0.012857146536193211
m1_hist_byteent,999,size_q4000_id1800_ood1800,quantum,8,pauli_xz_r1_full__d8,15,-0.008234050887159502,0.020592936213825193
m1_hist_byteent,999,size_q4000_id1800_ood1800,quantum,4,zmap_r2__d4,15,-0.006955907084522206,0.008146665972562743
m1_hist_byteent,999,size_q4000_id1800_ood1800,quantum,8,zmap_r2__d8,15,-0.0054807107731915435,0.01259092904504022
m1_hist_byteent,999,size_q4000_id1800_ood1800,quantum,4,zz_r1_full__d4,15,0.0123281617789045,0.01927580317728964
m1_hist_byteent,999,size_q4000_id1800_ood1800,quantum,10,pauli_xz_r1_full__d10,15,0.017510527086270062,0.020414912838587835
m1_hist_byteent,999,size_q4000_id1800_ood1800,quantum,4,zz_r2_full__d4,15,0.023011680230857867,0.012488661662822328
m1_hist_byteent,999,size_q4000_id1800_ood1800,quantum,12,pauli_xz_r1_full__d12,15,0.024978096639237557,0.018598734977076082
m1_hist_byteent,999,size_q4000_id1800_ood1800,quantum,10,zmap_r2__d10,15,0.030002453157873473,0.013350373784672272
m1_hist_byteent,999,size_q4000_id1800_ood1800,quantum,12,zmap_r2__d12,15,0.03202164320217389,0.01391971878223034
m1_hist_byteent,999,size_q4000_id1800_ood1800,quantum,6,zz_r1_full__d6,15,0.03441701786570823,0.01890214405451668
m1_hist_byteent,999,size_q4000_id1800_ood1800,quantum,8,zz_r1_full__d8,15,0.03964333892124481,0.013945669947725364
m1_hist_byteent,999,size_q4000_id1800_ood1800,quantum,10,zz_r1_full__d10,15,0.039645676130145906,0.007570586518666957
m1_hist_byteent,999,size_q4000_id1800_ood1800,quantum,8,zz_r2_full__d8,15,0.04662153903875477,0.01899058881077329
m1_hist_byteent,999,size_q4000_id1800_ood1800,quantum,12,zz_r1_full__d12,15,0.04663664638337326,0.0065264923471822596
m1_hist_byteent,999,size_q4000_id1800_ood1800,quantum,10,zz_r2_full__d10,15,0.04792135883350386,0.007437444242716341
m1_hist_byteent,999,size_q4000_id1800_ood1800,quantum,12,zz_r2_full__d12,15,0.05454651523877914,0.0042749962877253085
m1_hist_byteent,999,size_q4000_id1800_ood1800,quantum,6,zz_r2_full__d6,15,0.05740849893899551,0.059298794664012826
m2_hist_byteent,42,size_q1000_id500_ood500,classical,8,linear,15,-0.07244765342833542,0.04085598172284386
m2_hist_byteent,42,size_q1000_id500_ood500,classical,6,linear,15,-0.06701415539284454,0.043059564282368415
m2_hist_byteent,42,size_q1000_id500_ood500,classical,10,linear,15,-0.06096708005844204,0.03828676690025285
m2_hist_byteent,42,size_q1000_id500_ood500,classical,10,rbf_gscale,15,-0.05434046394036754,0.019475545776188246
m2_hist_byteent,42,size_q1000_id500_ood500,classical,12,linear,15,-0.04741634093781335,0.05965068361022441
m2_hist_byteent,42,size_q1000_id500_ood500,classical,8,rbf_gscale,15,-0.0360109540171776,0.03670118581903654
m2_hist_byteent,42,size_q1000_id500_ood500,classical,12,rbf_gscale,15,-0.006384534743910416,0.06380829158015794
m2_hist_byteent,42,size_q1000_id500_ood500,classical,4,linear,15,0.05664411697523997,0.09252847969495948
m2_hist_byteent,42,size_q1000_id500_ood500,classical,6,rbf_gscale,15,0.0631606232279518,0.044018527420903994
m2_hist_byteent,42,size_q1000_id500_ood500,classical,4,rbf_gscale,15,0.13613197981442424,0.08001576706761175
m2_hist_byteent,42,size_q1000_id500_ood500,quantum,8,pauli_xz_r1_full__d8,15,0.047808002463616606,0.035489250345206676
m2_hist_byteent,42,size_q1000_id500_ood500,quantum,10,pauli_xz_r1_full__d10,15,0.05410512003537691,0.04807106987924094
m2_hist_byteent,42,size_q1000_id500_ood500,quantum,10,zmap_r2__d10,15,0.06413608249689477,0.02236729494904146
m2_hist_byteent,42,size_q1000_id500_ood500,quantum,12,pauli_xz_r1_full__d12,15,0.08232384953206981,0.05168467476146171
m2_hist_byteent,42,size_q1000_id500_ood500,quantum,8,zmap_r2__d8,15,0.09097359765964552,0.023365474031162747
m2_hist_byteent,42,size_q1000_id500_ood500,quantum,12,zmap_r2__d12,15,0.09735805073051594,0.022430122096102335
m2_hist_byteent,42,size_q1000_id500_ood500,quantum,6,zmap_r2__d6,15,0.11759173176315106,0.03388618536801874
m2_hist_byteent,42,size_q1000_id500_ood500,quantum,6,pauli_xz_r1_full__d6,15,0.12152399736232807,0.038972973415117386
m2_hist_byteent,42,size_q1000_id500_ood500,quantum,10,zz_r1_full__d10,15,0.16601116782357422,0.03719035700415685
m2_hist_byteent,42,size_q1000_id500_ood500,quantum,12,zz_r1_full__d12,15,0.17016038985144294,0.04093130435338828
m2_hist_byteent,42,size_q1000_id500_ood500,quantum,4,pauli_xz_r1_full__d4,15,0.17525263357134396,0.05340216793258948
m2_hist_byteent,42,size_q1000_id500_ood500,quantum,4,zz_r2_full__d4,15,0.17634644147990075,0.09809826792216289
m2_hist_byteent,42,size_q1000_id500_ood500,quantum,4,zmap_r2__d4,15,0.17701440300765015,0.062233076327375486
m2_hist_byteent,42,size_q1000_id500_ood500,quantum,8,zz_r1_full__d8,15,0.20607966401078623,0.0832080033012839
m2_hist_byteent,42,size_q1000_id500_ood500,quantum,6,zz_r1_full__d6,15,0.2116642294145827,0.1169863285203999
m2_hist_byteent,42,size_q1000_id500_ood500,quantum,12,zz_r2_full__d12,15,0.22710509396690853,0.060165711791349864
m2_hist_byteent,42,size_q1000_id500_ood500,quantum,8,zz_r2_full__d8,15,0.2285086103030869,0.07551760323564718
m2_hist_byteent,42,size_q1000_id500_ood500,quantum,6,zz_r2_full__d6,15,0.23114672498294112,0.09826635240285447
m2_hist_byteent,42,size_q1000_id500_ood500,quantum,4,zz_r1_full__d4,15,0.2342255034282172,0.12059919059823968
m2_hist_byteent,42,size_q1000_id500_ood500,quantum,10,zz_r2_full__d10,15,0.23551298682329602,0.08823084184962114
m2_hist_byteent,42,size_q2000_id1000_ood1000,classical,12,linear,15,-0.07703625675625186,0.0154566922991211
m2_hist_byteent,42,size_q2000_id1000_ood1000,classical,8,linear,15,-0.04799133453657137,0.031281790112043975
m2_hist_byteent,42,size_q2000_id1000_ood1000,classical,10,linear,15,-0.04197895702426402,0.033848669743950344
m2_hist_byteent,42,size_q2000_id1000_ood1000,classical,10,rbf_gscale,15,0.014677889049433117,0.027632825998795144
m2_hist_byteent,42,size_q2000_id1000_ood1000,classical,12,rbf_gscale,15,0.015159855726056515,0.024712007885284545
m2_hist_byteent,42,size_q2000_id1000_ood1000,classical,6,linear,15,0.029943876152529917,0.07516730907321537
m2_hist_byteent,42,size_q2000_id1000_ood1000,classical,8,rbf_gscale,15,0.06529235844396827,0.0498252065674249
m2_hist_byteent,42,size_q2000_id1000_ood1000,classical,4,linear,15,0.11514117878035032,0.0949889097289966
m2_hist_byteent,42,size_q2000_id1000_ood1000,classical,4,rbf_gscale,15,0.13016933738847605,0.016874596141645284
m2_hist_byteent,42,size_q2000_id1000_ood1000,classical,6,rbf_gscale,15,0.13291031544662196,0.015180194905944371
m2_hist_byteent,42,size_q2000_id1000_ood1000,quantum,10,pauli_xz_r1_full__d10,15,0.05617202325966889,0.015858979191000815
m2_hist_byteent,42,size_q2000_id1000_ood1000,quantum,12,pauli_xz_r1_full__d12,15,0.06161297094430514,0.019530656523498644
m2_hist_byteent,42,size_q2000_id1000_ood1000,quantum,8,pauli_xz_r1_full__d8,15,0.08333268852102878,0.03029375409756874
m2_hist_byteent,42,size_q2000_id1000_ood1000,quantum,12,zmap_r2__d12,15,0.08486120008329788,0.02932487455683052
m2_hist_byteent,42,size_q2000_id1000_ood1000,quantum,12,zz_r1_full__d12,15,0.089148850796348,0.016494467497588833
m2_hist_byteent,42,size_q2000_id1000_ood1000,quantum,10,zz_r1_full__d10,15,0.09197181816432297,0.027563741919188502
m2_hist_byteent,42,size_q2000_id1000_ood1000,quantum,10,zmap_r2__d10,15,0.10322543800092647,0.02976047020325294
m2_hist_byteent,42,size_q2000_id1000_ood1000,quantum,8,zz_r1_full__d8,15,0.10943742314407404,0.02825256623163443
m2_hist_byteent,42,size_q2000_id1000_ood1000,quantum,8,zmap_r2__d8,15,0.11095574984078967,0.02836727854348787
m2_hist_byteent,42,size_q2000_id1000_ood1000,quantum,6,zmap_r2__d6,15,0.11310810909326562,0.03309636027010661
m2_hist_byteent,42,size_q2000_id1000_ood1000,quantum,6,pauli_xz_r1_full__d6,15,0.11987013455087177,0.02415495756745756
m2_hist_byteent,42,size_q2000_id1000_ood1000,quantum,4,zmap_r2__d4,15,0.14411799701484532,0.06397583814472321
m2_hist_byteent,42,size_q2000_id1000_ood1000,quantum,4,zz_r1_full__d4,15,0.15650901037757328,0.01399668401986604
m2_hist_byteent,42,size_q2000_id1000_ood1000,quantum,6,zz_r1_full__d6,15,0.1667409450237698,0.0192620895619797
m2_hist_byteent,42,size_q2000_id1000_ood1000,quantum,8,zz_r2_full__d8,15,0.1724880404796954,0.03947520924981356
m2_hist_byteent,42,size_q2000_id1000_ood1000,quantum,6,zz_r2_full__d6,15,0.17652751720888607,0.008862527142897958
m2_hist_byteent,42,size_q2000_id1000_ood1000,quantum,4,pauli_xz_r1_full__d4,15,0.17941255142926743,0.03497679714360658
m2_hist_byteent,42,size_q2000_id1000_ood1000,quantum,10,zz_r2_full__d10,15,0.18685122570733506,0.04067372743806874
m2_hist_byteent,42,size_q2000_id1000_ood1000,quantum,4,zz_r2_full__d4,15,0.19257037197579988,0.08806642968574865
m2_hist_byteent,42,size_q2000_id1000_ood1000,quantum,12,zz_r2_full__d12,15,0.19757655486650957,0.05413926242292719
m2_hist_byteent,42,size_q4000_id1800_ood1800,classical,12,linear,15,-0.0677982403538702,0.029700369272164358
m2_hist_byteent,42,size_q4000_id1800_ood1800,classical,10,linear,15,-0.06422224982637137,0.03035380971224965
m2_hist_byteent,42,size_q4000_id1800_ood1800,classical,8,linear,15,-0.04515406754241481,0.06612614583479724
m2_hist_byteent,42,size_q4000_id1800_ood1800,classical,4,linear,15,-0.010616088500409737,0.10554398951502786
m2_hist_byteent,42,size_q4000_id1800_ood1800,classical,6,linear,15,-0.0019156808704565967,0.1727634397273863
m2_hist_byteent,42,size_q4000_id1800_ood1800,classical,8,rbf_gscale,15,0.025517567005710513,0.03156589404793002
m2_hist_byteent,42,size_q4000_id1800_ood1800,classical,10,rbf_gscale,15,0.028748053410054923,0.015267266315230921
m2_hist_byteent,42,size_q4000_id1800_ood1800,classical,12,rbf_gscale,15,0.04559453838679348,0.01608754313365246
m2_hist_byteent,42,size_q4000_id1800_ood1800,classical,6,rbf_gscale,15,0.0656653167799249,0.06265141954344587
m2_hist_byteent,42,size_q4000_id1800_ood1800,classical,4,rbf_gscale,15,0.12075708267072344,0.043044737335931824
m2_hist_byteent,42,size_q4000_id1800_ood1800,quantum,8,pauli_xz_r1_full__d8,15,0.03244665184610307,0.026328121703298648
m2_hist_byteent,42,size_q4000_id1800_ood1800,quantum,10,pauli_xz_r1_full__d10,15,0.04808849329533383,0.02106721385921055
m2_hist_byteent,42,size_q4000_id1800_ood1800,quantum,8,zmap_r2__d8,15,0.05718598714541206,0.03589284674195503
m2_hist_byteent,42,size_q4000_id1800_ood1800,quantum,12,pauli_xz_r1_full__d12,15,0.061839761997338254,0.017755152620199884
m2_hist_byteent,42,size_q4000_id1800_ood1800,quantum,6,pauli_xz_r1_full__d6,15,0.06801917352505456,0.028751998330039125
m2_hist_byteent,42,size_q4000_id1800_ood1800,quantum,10,zmap_r2__d10,15,0.0697999510818718,0.02119987044756877
m2_hist_byteent,42,size_q4000_id1800_ood1800,quantum,12,zmap_r2__d12,15,0.07080524438764124,0.031210218797028996
m2_hist_byteent,42,size_q4000_id1800_ood1800,quantum,6,zmap_r2__d6,15,0.07262592543801892,0.03681003020236684
m2_hist_byteent,42,size_q4000_id1800_ood1800,quantum,4,zmap_r2__d4,15,0.08836382764566864,0.0246116935366726
m2_hist_byteent,42,size_q4000_id1800_ood1800,quantum,4,pauli_xz_r1_full__d4,15,0.09983764145362851,0.016306227955168492
m2_hist_byteent,42,size_q4000_id1800_ood1800,quantum,12,zz_r1_full__d12,15,0.1171236792674819,0.020739010177254602
m2_hist_byteent,42,size_q4000_id1800_ood1800,quantum,8,zz_r1_full__d8,15,0.1255425837549685,0.03061729445635512
m2_hist_byteent,42,size_q4000_id1800_ood1800,quantum,6,zz_r1_full__d6,15,0.13330099494707057,0.0276441904597021
m2_hist_byteent,42,size_q4000_id1800_ood1800,quantum,10,zz_r1_full__d10,15,0.13407605715468918,0.03275276929706454
m2_hist_byteent,42,size_q4000_id1800_ood1800,quantum,4,zz_r1_full__d4,15,0.14155186404052886,0.04018260334124719
m2_hist_byteent,42,size_q4000_id1800_ood1800,quantum,4,zz_r2_full__d4,15,0.15309110068207582,0.020088186217708283
m2_hist_byteent,42,size_q4000_id1800_ood1800,quantum,8,zz_r2_full__d8,15,0.16468845735013918,0.010719295497088709
m2_hist_byteent,42,size_q4000_id1800_ood1800,quantum,12,zz_r2_full__d12,15,0.1821361094330706,0.04611951903128448
m2_hist_byteent,42,size_q4000_id1800_ood1800,quantum,10,zz_r2_full__d10,15,0.18307602227290562,0.03613152272729374
m2_hist_byteent,42,size_q4000_id1800_ood1800,quantum,6,zz_r2_full__d6,15,0.19641101803161706,0.014480212725267796
