variant_name,master_seed,size_tag,family,dim,cfg,n_runs,drop_bal_acc_mean,drop_bal_acc_std
m2_hist_byteent,123,size_q1000_id500_ood500,classical,8,rbf_gscale,15,-0.0374326049473642,0.01405635649934605
m2_hist_byteent,123,size_q1000_id500_ood500,classical,10,rbf_gscale,15,-0.024019765354398027,0.015282692065229435
m2_hist_byteent,123,size_q1000_id500_ood500,classical,12,rbf_gscale,15,-0.020310347559758534,0.011985325915522463
m2_hist_byteent,123,size_q1000_id500_ood500,classical,6,rbf_gscale,15,-0.009099732265189031,0.01843752590929831
m2_hist_byteent,123,size_q1000_id500_ood500,classical,10,linear,15,0.0052582430640429004,0.017198255926046672
m2_hist_byteent,123,size_q1000_id500_ood500,classical,4,rbf_gscale,15,0.011919436560286245,0.012725873874120516
m2_hist_byteent,123,size_q1000_id500_ood500,classical,8,linear,15,0.015754420979997418,0.012165864878725948
m2_hist_byteent,123,size_q1000_id500_ood500,classical,12,linear,15,0.018464842065151657,0.014336596734067996
m2_hist_byteent,123,size_q1000_id500_ood500,classical,4,linear,15,0.0245123385174282,0.011353532359350738
m2_hist_byteent,123,size_q1000_id500_ood500,classical,6,linear,15,0.026531800922695293,0.0138728813226632
m2_hist_byteent,123,size_q1000_id500_ood500,quantum,6,pauli_xz_r1_full__d6,15,-0.039483173049679035,0.01668785157064288
m2_hist_byteent,123,size_q1000_id500_ood500,quantum,8,pauli_xz_r1_full__d8,15,-0.037365624846909105,0.022016079976719526
m2_hist_byteent,123,size_q1000_id500_ood500,quantum,8,zmap_r2__d8,15,-0.03669867641024227,0.028002729002204237
m2_hist_byteent,123,size_q1000_id500_ood500,quantum,6,zmap_r2__d6,15,-0.0362166795820507,0.01973353960039944
m2_hist_byteent,123,size_q1000_id500_ood500,quantum,4,zz_r2_full__d4,15,-0.028472019057931775,0.037943328265674627
m2_hist_byteent,123,size_q1000_id500_ood500,quantum,4,zz_r1_full__d4,15,-0.02402187676503518,0.036106475085297976
m2_hist_byteent,123,size_q1000_id500_ood500,quantum,10,zmap_r2__d10,15,-0.02027501974327528,0.023989847783260083
m2_hist_byteent,123,size_q1000_id500_ood500,quantum,6,zz_r1_full__d6,15,-0.019149794586060497,0.036779126751064095
m2_hist_byteent,123,size_q1000_id500_ood500,quantum,12,zmap_r2__d12,15,-0.017845386729314773,0.02232101168732674
m2_hist_byteent,123,size_q1000_id500_ood500,quantum,10,pauli_xz_r1_full__d10,15,-0.015623019324769616,0.02341484499059278
m2_hist_byteent,123,size_q1000_id500_ood500,quantum,12,pauli_xz_r1_full__d12,15,-0.013720814281173221,0.022065222924943406
m2_hist_byteent,123,size_q1000_id500_ood500,quantum,8,zz_r1_full__d8,15,-0.012753290141357797,0.026980316497990053
m2_hist_byteent,123,size_q1000_id500_ood500,quantum,8,zz_r2_full__d8,15,-0.010110984097415909,0.021633754142054422
m2_hist_byteent,123,size_q1000_id500_ood500,quantum,4,zmap_r2__d4,15,-0.01000631931583651,0.029093889962531136
m2_hist_byteent,123,size_q1000_id500_ood500,quantum,6,zz_r2_full__d6,15,-0.006304544287761571,0.030807557149471473
m2_hist_byteent,123,size_q1000_id500_ood500,quantum,10,zz_r1_full__d10,15,-0.00199077134059078,0.01910753908738109
m2_hist_byteent,123,size_q1000_id500_ood500,quantum,12,zz_r1_full__d12,15,-0.0015337646435814368,0.021791164069063527
m2_hist_byteent,123,size_q1000_id500_ood500,quantum,4,pauli_xz_r1_full__d4,15,0.0012580564463270383,0.01603858766700649
m2_hist_byteent,123,size_q1000_id500_ood500,quantum,10,zz_r2_full__d10,15,0.004907778597361956,0.015982740831248666
m2_hist_byteent,123,size_q1000_id500_ood500,quantum,12,zz_r2_full__d12,15,0.005344513057708023,0.016075678209330944
m2_hist_byteent,123,size_q2000_id1000_ood1000,classical,12,rbf_gscale,15,-0.03176824031776234,0.018380542212168643
m2_hist_byteent,123,size_q2000_id1000_ood1000,classical,10,rbf_gscale,15,-0.025765173195028558,0.02186565883434225
m2_hist_byteent,123,size_q2000_id1000_ood1000,classical,8,rbf_gscale,15,-0.02263025529339855,0.01267123149409608
m2_hist_byteent,123,size_q2000_id1000_ood1000,classical,6,rbf_gscale,15,-0.01980316654840153,0.020478098631069756
m2_hist_byteent,123,size_q2000_id1000_ood1000,classical,4,rbf_gscale,15,-0.0035937063897344412,0.015227017533682193
m2_hist_byteent,123,size_q2000_id1000_ood1000,classical,12,linear,15,-0.0009419017991636247,0.01402248111830982
m2_hist_byteent,123,size_q2000_id1000_ood1000,classical,10,linear,15,0.006823923640455054,0.016929631636008864
m2_hist_byteent,123,size_q2000_id1000_ood1000,classical,8,linear,15,0.00767208681430509,0.00997818835787501
m2_hist_byteent,123,size_q2000_id1000_ood1000,classical,4,linear,15,0.009947983011803914,0.005043510948860553
m2_hist_byteent,123,size_q2000_id1000_ood1000,classical,6,linear,15,0.017845518307046882,0.00938908242637108
m2_hist_byteent,123,size_q2000_id1000_ood1000,quantum,6,pauli_xz_r1_full__d6,15,-0.037311621522964966,0.008002693260122108
m2_hist_byteent,123,size_q2000_id1000_ood1000,quantum,8,pauli_xz_r1_full__d8,15,-0.03694124078760548,0.011539087866039643
m2_hist_byteent,123,size_q2000_id1000_ood1000,quantum,6,zmap_r2__d6,15,-0.03672548829623819,0.012933888246317634
m2_hist_byteent,123,size_q2000_id1000_ood1000,quantum,8,zmap_r2__d8,15,-0.027697965658432966,0.009008063816825106
m2_hist_byteent,123,size_q2000_id1000_ood1000,quantum,4,zz_r1_full__d4,15,-0.023403847303140008,0.01701975723318373
m2_hist_byteent,123,size_q2000_id1000_ood1000,quantum,4,zmap_r2__d4,15,-0.021642210868141908,0.012912062786402813
m2_hist_byteent,123,size_q2000_id1000_ood1000,quantum,4,zz_r2_full__d4,15,-0.02086745426109391,0.01519204462737537
m2_hist_byteent,123,size_q2000_id1000_ood1000,quantum,6,zz_r1_full__d6,15,-0.0159293356523315,0.010730679925195935
m2_hist_byteent,123,size_q2000_id1000_ood1000,quantum,4,pauli_xz_r1_full__d4,15,-0.012082053213222444,0.020618036753289378
m2_hist_byteent,123,size_q2000_id1000_ood1000,quantum,12,pauli_xz_r1_full__d12,15,-0.007890661846157433,0.0229836323208445
m2_hist_byteent,123,size_q2000_id1000_ood1000,quantum,10,pauli_xz_r1_full__d10,15,-0.006276393187647722,0.021763906297371714
m2_hist_byteent,123,size_q2000_id1000_ood1000,quantum,12,zmap_r2__d12,15,-0.005916854409624084,0.025110118622998723
m2_hist_byteent,123,size_q2000_id1000_ood1000,quantum,6,zz_r2_full__d6,15,-0.005153040072563823,0.024396518700757486
m2_hist_byteent,123,size_q2000_id1000_ood1000,quantum,10,zmap_r2__d10,15,-0.004401028771374183,0.02568765093191597
m2_hist_byteent,123,size_q2000_id1000_ood1000,quantum,8,zz_r1_full__d8,15,-0.0031510590504983506,0.02195050657712042
m2_hist_byteent,123,size_q2000_id1000_ood1000,quantum,8,zz_r2_full__d8,15,0.00595188889996281,0.01789065121856818
m2_hist_byteent,123,size_q2000_id1000_ood1000,quantum,10,zz_r1_full__d10,15,0.00963436292797799,0.014519735547296552
m2_hist_byteent,123,size_q2000_id1000_ood1000,quantum,12,zz_r2_full__d12,15,0.010086607846605622,0.02596586328577719
m2_hist_byteent,123,size_q2000_id1000_ood1000,quantum,12,zz_r1_full__d12,15,0.010971480546384171,0.015563828886154076
m2_hist_byteent,123,size_q2000_id1000_ood1000,quantum,10,zz_r2_full__d10,15,0.0126903590150657,0.018041285774688824
m2_hist_byteent,123,size_q4000_id1800_ood1800,classical,12,rbf_gscale,15,-0.03431407240790889,0.020225945346487226
m2_hist_byteent,123,size_q4000_id1800_ood1800,classical,10,rbf_gscale,15,-0.010164085866258107,0.03761936621365111
m2_hist_byteent,123,size_q4000_id1800_ood1800,classical,6,rbf_gscale,15,-0.008737219947094666,0.03403517208148708
m2_hist_byteent,123,size_q4000_id1800_ood1800,classical,8,rbf_gscale,15,-0.003840752253405063,0.03463422896635253
m2_hist_byteent,123,size_q4000_id1800_ood1800,classical,4,rbf_gscale,15,0.01491068783918464,0.013876757093585934
m2_hist_byteent,123,size_q4000_id1800_ood1800,classical,10,linear,15,0.016669967875731252,0.04303116132880354
m2_hist_byteent,123,size_q4000_id1800_ood1800,classical,12,linear,15,0.019122639013625275,0.041268751916764476
m2_hist_byteent,123,size_q4000_id1800_ood1800,classical,4,linear,15,0.026343100231859484,0.016766127334169593
m2_hist_byteent,123,size_q4000_id1800_ood1800,classical,6,linear,15,0.034848612759046826,0.014825158008683234
m2_hist_byteent,123,size_q4000_id1800_ood1800,classical,8,linear,15,0.03828919211974937,0.014616475176285759
m2_hist_byteent,123,size_q4000_id1800_ood1800,quantum,10,zmap_r2__d10,15,-0.018024009384047704,0.008360238470018724
m2_hist_byteent,123,size_q4000_id1800_ood1800,quantum,6,zmap_r2__d6,15,-0.01763225027236275,0.015051774886938754
m2_hist_byteent,123,size_q4000_id1800_ood1800,quantum,12,zmap_r2__d12,15,-0.01731449448023598,0.008324046232214631
m2_hist_byteent,123,size_q4000_id1800_ood1800,quantum,10,pauli_xz_r1_full__d10,15,-0.016319745308062447,0.00973138968148468
m2_hist_byteent,123,size_q4000_id1800_ood1800,quantum,6,zz_r1_full__d6,15,-0.01626333930019286,0.009588538557703707
m2_hist_byteent,123,size_q4000_id1800_ood1800,quantum,12,pauli_xz_r1_full__d12,15,-0.01617872119933763,0.01078003284087071
m2_hist_byteent,123,size_q4000_id1800_ood1800,quantum,6,pauli_xz_r1_full__d6,15,-0.015941308357722672,0.01754322543664922
m2_hist_byteent,123,size_q4000_id1800_ood1800,quantum,4,zz_r1_full__d4,15,-0.013022511705882311,0.020832664596445182
m2_hist_byteent,123,size_q4000_id1800_ood1800,quantum,4,zz_r2_full__d4,15,-0.012794994742921607,0.010427149470295844
m2_hist_byteent,123,size_q4000_id1800_ood1800,quantum,6,zz_r2_full__d6,15,-0.012629095289111247,0.009564745989126312
m2_hist_byteent,123,size_q4000_id1800_ood1800,quantum,8,zz_r1_full__d8,15,-0.01156563544658032,0.010518567549444418
m2_hist_byteent,123,size_q4000_id1800_ood1800,quantum,12,zz_r1_full__d12,15,-0.007734480451664627,0.012359394203952195
m2_hist_byteent,123,size_q4000_id1800_ood1800,quantum,10,zz_r1_full__d10,15,-0.007262127558712561,0.00893926289494918
m2_hist_byteent,123,size_q4000_id1800_ood1800,quantum,8,zz_r2_full__d8,15,-0.00522121829355171,0.01309692329265299
m2_hist_byteent,123,size_q4000_id1800_ood1800,quantum,10,zz_r2_full__d10,15,-0.004678264094183297,0.008969576567802102
m2_hist_byteent,123,size_q4000_id1800_ood1800,quantum,8,pauli_xz_r1_full__d8,15,-0.003991727591388594,0.026217624646853184
m2_hist_byteent,123,size_q4000_id1800_ood1800,quantum,12,zz_r2_full__d12,15,-0.0038964487341954716,0.008622891409951261
m2_hist_byteent,123,size_q4000_id1800_ood1800,quantum,8,zmap_r2__d8,15,-0.0035375950335060874,0.020353827632317367
m2_hist_byteent,123,size_q4000_id1800_ood1800,quantum,4,pauli_xz_r1_full__d4,15,-0.0033706206925061323,0.02223448657095646
m2_hist_byteent,123,size_q4000_id1800_ood1800,quantum,4,zmap_r2__d4,15,0.0013031965123240527,0.021938731915254563
m2_hist_byteent,999,size_q1000_id500_ood500,classical,10,rbf_gscale,15,-0.003767590587680858,0.02450549330729678
m2_hist_byteent,999,size_q1000_id500_ood500,classical,8,rbf_gscale,15,-0.0035851325419675507,0.021735013694931863
m2_hist_byteent,999,size_q1000_id500_ood500,classical,12,rbf_gscale,15,-0.0011755244108197615,0.02327435724221095
m2_hist_byteent,999,size_q1000_id500_ood500,classical,8,linear,15,-0.0009500307512044337,0.022032719174234314
m2_hist_byteent,999,size_q1000_id500_ood500,classical,6,rbf_gscale,15,0.004725622655524541,0.015097755095848814
m2_hist_byteent,999,size_q1000_id500_ood500,classical,12,linear,15,0.01164009889337146,0.019565600172610817
m2_hist_byteent,999,size_q1000_id500_ood500,classical,10,linear,15,0.015112876695690346,0.013701589477124835
m2_hist_byteent,999,size_q1000_id500_ood500,classical,4,rbf_gscale,15,0.027970030039503956,0.012223544661966543
m2_hist_byteent,999,size_q1000_id500_ood500,classical,4,linear,15,0.029194551787214994,0.025748127103884418
m2_hist_byteent,999,size_q1000_id500_ood500,classical,6,linear,15,0.03761876525464793,0.012612481946854446
m2_hist_byteent,999,size_q1000_id500_ood500,quantum,6,pauli_xz_r1_full__d6,15,-0.01956855555290986,0.01796033163570955
m2_hist_byteent,999,size_q1000_id500_ood500,quantum,8,pauli_xz_r1_full__d8,15,-0.017397007387606946,0.01723152234925178
m2_hist_byteent,999,size_q1000_id500_ood500,quantum,12,pauli_xz_r1_full__d12,15,-0.016885628605018167,0.018346702904686856
m2_hist_byteent,999,size_q1000_id500_ood500,quantum,6,zmap_r2__d6,15,-0.01487866927467867,0.014137581497672266
m2_hist_byteent,999,size_q1000_id500_ood500,quantum,12,zmap_r2__d12,15,-0.014100394436559282,0.012655223306870323
m2_hist_byteent,999,size_q1000_id500_ood500,quantum,10,zmap_r2__d10,15,-0.011424594916652176,0.01050672495120911
m2_hist_byteent,999,size_q1000_id500_ood500,quantum,10,pauli_xz_r1_full__d10,15,-0.010782954807284173,0.025043358280728713
m2_hist_byteent,999,size_q1000_id500_ood500,quantum,8,zmap_r2__d8,15,-0.009407101458281452,0.01754167703479801
m2_hist_byteent,999,size_q1000_id500_ood500,quantum,6,zz_r1_full__d6,15,-0.008731382410003218,0.025781854413652792
m2_hist_byteent,999,size_q1000_id500_ood500,quantum,8,zz_r1_full__d8,15,-0.0007291004977120652,0.016004535082063273
m2_hist_byteent,999,size_q1000_id500_ood500,quantum,8,zz_r2_full__d8,15,0.001263187927065923,0.005488627816742766
m2_hist_byteent,999,size_q1000_id500_ood500,quantum,6,zz_r2_full__d6,15,0.004682294472385588,0.013848271772522836
m2_hist_byteent,999,size_q1000_id500_ood500,quantum,4,zz_r2_full__d4,15,0.005659453957753439,0.0340317204389189
m2_hist_byteent,999,size_q1000_id500_ood500,quantum,4,zmap_r2__d4,15,0.008755122869900338,0.037445217996752295
m2_hist_byteent,999,size_q1000_id500_ood500,quantum,4,zz_r1_full__d4,15,0.009125947011919,0.03671008931665089
m2_hist_byteent,999,size_q1000_id500_ood500,quantum,10,zz_r1_full__d10,15,0.013168423321933641,0.016089908753005967
m2_hist_byteent,999,size_q1000_id500_ood500,quantum,12,zz_r1_full__d12,15,0.020236304217035653,0.012318408883389816
m2_hist_byteent,999,size_q1000_id500_ood500,quantum,10,zz_r2_full__d10,15,0.021806500867222533,0.012685783380921151
m2_hist_byteent,999,size_q1000_id500_ood500,quantum,4,pauli_xz_r1_full__d4,15,0.023726937599696494,0.019700109609822523
m2_hist_byteent,999,size_q1000_id500_ood500,quantum,12,zz_r2_full__d12,15,0.029826993637058475,0.008121369683166948
m2_hist_byteent,999,size_q2000_id1000_ood1000,classical,12,rbf_gscale,15,-0.023026638324971715,0.039922498505738105
m2_hist_byteent,999,size_q2000_id1000_ood1000,classical,10,rbf_gscale,15,-0.019944635188951797,0.04008657950524765
m2_hist_byteent,999,size_q2000_id1000_ood1000,classical,6,rbf_gscale,15,-0.019938186725174868,0.0335091193114601
m2_hist_byteent,999,size_q2000_id1000_ood1000,classical,8,rbf_gscale,15,-0.014086902046142468,0.04084157394422977
m2_hist_byteent,999,size_q2000_id1000_ood1000,classical,4,linear,15,0.0030331259904877506,0.01858350201625086
m2_hist_byteent,999,size_q2000_id1000_ood1000,classical,12,linear,15,0.007438095982993653,0.032320702932437585
m2_hist_byteent,999,size_q2000_id1000_ood1000,classical,4,rbf_gscale,15,0.008119019710334508,0.019664415736192015
m2_hist_byteent,999,size_q2000_id1000_ood1000,classical,6,linear,15,0.010135766103358668,0.013358236118134163
m2_hist_byteent,999,size_q2000_id1000_ood1000,classical,10,linear,15,0.011502864710267468,0.028359034204069277
m2_hist_byteent,999,size_q2000_id1000_ood1000,classical,8,linear,15,0.02325443469842845,0.017915698731462402
m2_hist_byteent,999,size_q2000_id1000_ood1000,quantum,12,pauli_xz_r1_full__d12,15,-0.03493832061644604,0.026037395561403814
m2_hist_byteent,999,size_q2000_id1000_ood1000,quantum,6,zz_r1_full__d6,15,-0.03028744058734765,0.019829132543199294
m2_hist_byteent,999,size_q2000_id1000_ood1000,quantum,10,zmap_r2__d10,15,-0.02975094691645379,0.022810540785970074
m2_hist_byteent,999,size_q2000_id1000_ood1000,quantum,12,zmap_r2__d12,15,-0.029255316483767876,0.023414589651461405
m2_hist_byteent,999,size_q2000_id1000_ood1000,quantum,6,pauli_xz_r1_full__d6,15,-0.02799182308794639,0.03516734983487303
m2_hist_byteent,999,size_q2000_id1000_ood1000,quantum,6,zmap_r2__d6,15,-0.025587310303536625,0.04295888307288207
m2_hist_byteent,999,size_q2000_id1000_ood1000,quantum,4,zmap_r2__d4,15,-0.02405989614624693,0.03691644560508991
m2_hist_byteent,999,size_q2000_id1000_ood1000,quantum,8,pauli_xz_r1_full__d8,15,-0.023490448983684707,0.04568444432565412
m2_hist_byteent,999,size_q2000_id1000_ood1000,quantum,8,zmap_r2__d8,15,-0.022155437874856278,0.037179267546026774
m2_hist_byteent,999,size_q2000_id1000_ood1000,quantum,4,zz_r1_full__d4,15,-0.02166037788598827,0.0424691715898149
m2_hist_byteent,999,size_q2000_id1000_ood1000,quantum,10,pauli_xz_r1_full__d10,15,-0.021060604230349566,0.041318528394557304
m2_hist_byteent,999,size_q2000_id1000_ood1000,quantum,6,zz_r2_full__d6,15,-0.0170655679556129,0.015941697790915296
m2_hist_byteent,999,size_q2000_id1000_ood1000,quantum,8,zz_r1_full__d8,15,-0.01264690584246253,0.022275714814207155
m2_hist_byteent,999,size_q2000_id1000_ood1000,quantum,4,zz_r2_full__d4,15,-0.007912624271937462,0.03380336346113009
m2_hist_byteent,999,size_q2000_id1000_ood1000,quantum,8,zz_r2_full__d8,15,-0.007612502195798521,0.01847735568191791
m2_hist_byteent,999,size_q2000_id1000_ood1000,quantum,4,pauli_xz_r1_full__d4,15,-0.006202151648333043,0.02280460685355101
m2_hist_byteent,999,size_q2000_id1000_ood1000,quantum,12,zz_r1_full__d12,15,0.0011563994858432736,0.024366798124376757
m2_hist_byteent,999,size_q2000_id1000_ood1000,quantum,10,zz_r1_full__d10,15,0.0017041710335465644,0.02379516818431486
m2_hist_byteent,999,size_q2000_id1000_ood1000,quantum,10,zz_r2_full__d10,15,0.004986832903181626,0.02496742681359317
m2_hist_byteent,999,size_q2000_id1000_ood1000,quantum,12,zz_r2_full__d12,15,0.007530746751655408,0.022302138072881162
m2_hist_byteent,999,size_q4000_id1800_ood1800,classical,12,rbf_gscale,15,-0.009238908682026089,0.03194070546537383
m2_hist_byteent,999,size_q4000_id1800_ood1800,classical,4,rbf_gscale,15,0.00047637315569495355,0.010385145472493659
m2_hist_byteent,999,size_q4000_id1800_ood1800,classical,10,rbf_gscale,15,0.0008363497773945961,0.023909349752866703
m2_hist_byteent,999,size_q4000_id1800_ood1800,classical,6,rbf_gscale,15,0.003593478063322686,0.011312871694320449
m2_hist_byteent,999,size_q4000_id1800_ood1800,classical,8,rbf_gscale,15,0.011840106982682482,0.016823983578913047
m2_hist_byteent,999,size_q4000_id1800_ood1800,classical,10,linear,15,0.013017039574443067,0.0213802181284513
m2_hist_byteent,999,size_q4000_id1800_ood1800,classical,12,linear,15,0.016505551541913164,0.022588386931136278
m2_hist_byteent,999,size_q4000_id1800_ood1800,classical,4,linear,15,0.017531466156322135,0.008319583517998332
m2_hist_byteent,999,size_q4000_id1800_ood1800,classical,8,linear,15,0.01759949665795823,0.014736702125940622
m2_hist_byteent,999,size_q4000_id1800_ood1800,classical,6,linear,15,0.019384686529253004,0.013533934657950754
m2_hist_byteent,999,size_q4000_id1800_ood1800,quantum,12,pauli_xz_r1_full__d12,15,-0.02988410575012684,0.008157765758410897
m2_hist_byteent,999,size_q4000_id1800_ood1800,quantum,12,zmap_r2__d12,15,-0.02418452708713694,0.00881610567683282
m2_hist_byteent,999,size_q4000_id1800_ood1800,quantum,10,pauli_xz_r1_full__d10,15,-0.020430876126949316,0.016530744306806736
m2_hist_byteent,999,size_q4000_id1800_ood1800,quantum,6,zz_r2_full__d6,15,-0.016506644361606225,0.03165847067151296
m2_hist_byteent,999,size_q4000_id1800_ood1800,quantum,8,zz_r1_full__d8,15,-0.015175320017407535,0.0169109127411895
m2_hist_byteent,999,size_q4000_id1800_ood1800,quantum,10,zz_r1_full__d10,15,-0.014234034676396619,0.017035502385509802
m2_hist_byteent,999,size_q4000_id1800_ood1800,quantum,6,zz_r1_full__d6,15,-0.012951977504157376,0.030972341172997714
m2_hist_byteent,999,size_q4000_id1800_ood1800,quantum,12,zz_r1_full__d12,15,-0.012197810061693671,0.01709445494315925
m2_hist_byteent,999,size_q4000_id1800_ood1800,quantum,10,zmap_r2__d10,15,-0.01158431101908044,0.022180860753061513
m2_hist_byteent,999,size_q4000_id1800_ood1800,quantum,4,zz_r1_full__d4,15,-0.007343733196929847,0.016582401521541754
m2_hist_byteent,999,size_q4000_id1800_ood1800,quantum,4,pauli_xz_r1_full__d4,15,-0.006655049259398904,0.011597238624391978
m2_hist_byteent,999,size_q4000_id1800_ood1800,quantum,6,zmap_r2__d6,15,-0.0058171526309444,0.02749538982221854
m2_hist_byteent,999,size_q4000_id1800_ood1800,quantum,12,zz_r2_full__d12,15,-0.0055251870980602465,0.017377653618372135
m2_hist_byteent,999,size_q4000_id1800_ood1800,quantum,8,zz_r2_full__d8,15,-0.005081552529240229,0.020924242740032635
m2_hist_byteent,999,size_q4000_id1800_ood1800,quantum,10,zz_r2_full__d10,15,-0.004691738857974677,0.017562066958305356
m2_hist_byteent,999,size_q4000_id1800_ood1800,quantum,6,pauli_xz_r1_full__d6,15,0.0005110230691580009,0.018320134918637997
m2_hist_byteent,999,size_q4000_id1800_ood1800,quantum,4,zz_r2_full__d4,15,0.0026565103993360316,0.028509740262823886
m2_hist_byteent,999,size_q4000_id1800_ood1800,quantum,4,zmap_r2__d4,15,0.0028098972352466798,0.013092988771476872
m2_hist_byteent,999,size_q4000_id1800_ood1800,quantum,8,pauli_xz_r1_full__d8,15,0.007022922294550164,0.017117511675199565
m2_hist_byteent,999,size_q4000_id1800_ood1800,quantum,8,zmap_r2__d8,15,0.00835579225842067,0.03146918887505431
