tag,protocol,model,reference,scope,n_settings,wins,mean_delta,median_delta,wilcoxon_p
netflow_sweep_full,p1,gpc,classical_orig,ALL,27,18,0.003451241138454984,0.0031726970646805963,0.16235288977622986
netflow_sweep_full,p1,gpc,classical_orig,toniot_scanning_natural_cur,9,4,-0.0022737138214657207,-0.003008338915493347,0.25
netflow_sweep_full,p1,gpc,classical_orig,unsw_dos_natural_cur,9,6,0.0029158127496520863,0.0032042273147888656,0.42578125
netflow_sweep_full,p1,gpc,classical_orig,unsw_recon_natural_cur,9,8,0.009711624487178586,0.01124376018990425,0.02734375
netflow_sweep_full,p1,svc,classical_orig,ALL,27,17,-0.006184678854301904,0.0038187019126658672,0.6109333634376526
netflow_sweep_full,p1,svc,classical_orig,toniot_scanning_natural_cur,9,0,-0.03596564155062963,-0.02914143785784651,0.00390625
netflow_sweep_full,p1,svc,classical_orig,unsw_dos_natural_cur,9,9,0.011088963926327954,0.010658745421013083,0.00390625
netflow_sweep_full,p1,svc,classical_orig,unsw_recon_natural_cur,9,8,0.006322641061395968,0.005366916646123876,0.0546875
netflow_sweep_full,p2,gpc,classical_orig,ALL,27,20,0.004859094309274407,0.0033434879224749636,0.008215054869651794
netflow_sweep_full,p2,gpc,classical_orig,toniot_scanning_natural_cur,9,7,0.0028629755809982393,0.0029929030183003524,0.0390625
netflow_sweep_full,p2,gpc,classical_orig,unsw_dos_natural_cur,9,7,0.0074425851481463795,0.00294229480624153,0.12890625
netflow_sweep_full,p2,gpc,classical_orig,unsw_recon_natural_cur,9,6,0.004271722198678601,0.006451165635949718,0.359375
netflow_sweep_full,p2,svc,classical_orig,ALL,27,16,0.008314526150079224,0.003983136498987738,0.009608790278434753
netflow_sweep_full,p2,svc,classical_orig,toniot_scanning_natural_cur,9,0,-0.002274587237206502,-0.00151596541770882,0.00390625
netflow_sweep_full,p2,svc,classical_orig,unsw_dos_natural_cur,9,8,0.01956996267793947,0.016434977607084456,0.0078125
netflow_sweep_full,p2,svc,classical_orig,unsw_recon_natural_cur,9,8,0.007648203009504701,0.007299233970654462,0.0390625
netflow_sweep_full,p3,gpc,classical_orig,ALL,27,26,0.007975889015915004,0.006060727823372969,2.9802322387695312e-08
netflow_sweep_full,p3,gpc,classical_orig,toniot_scanning_natural_cur,9,9,0.004059335664661595,0.0034398303926017615,0.00390625
netflow_sweep_full,p3,gpc,classical_orig,unsw_dos_natural_cur,9,9,0.010772210829446424,0.009894244706587396,0.00390625
netflow_sweep_full,p3,gpc,classical_orig,unsw_recon_natural_cur,9,8,0.009096120553636991,0.010198913175744062,0.0078125
netflow_sweep_full,p3,svc,classical_orig,ALL,27,23,0.009305742236688806,0.006183453905834191,3.084540367126465e-06
netflow_sweep_full,p3,svc,classical_orig,toniot_scanning_natural_cur,9,5,0.00023614705984437775,0.00015834671087022745,0.5703125
netflow_sweep_full,p3,svc,classical_orig,unsw_dos_natural_cur,9,9,0.020085929839275856,0.018843560152770222,0.00390625
netflow_sweep_full,p3,svc,classical_orig,unsw_recon_natural_cur,9,9,0.007595149810946185,0.006183453905834191,0.00390625
netflow_sweep_full,p1,gpc,classical_ext,ALL,27,7,-0.004023253659172854,-0.005263827815555566,0.028018027544021606
netflow_sweep_full,p1,gpc,classical_ext,toniot_scanning_natural_cur,9,0,-0.007082882703596138,-0.005387414072754004,0.00390625
netflow_sweep_full,p1,gpc,classical_ext,unsw_dos_natural_cur,9,1,-0.008117006435537378,-0.011480800192788188,0.12890625
netflow_sweep_full,p1,gpc,classical_ext,unsw_recon_natural_cur,9,6,0.0031301281616149534,0.0029179253726976384,0.203125
netflow_sweep_full,p1,svc,classical_ext,ALL,27,3,-0.016457918963259717,-0.013840740727646406,9.5367431640625e-06
netflow_sweep_full,p1,svc,classical_ext,toniot_scanning_natural_cur,9,0,-0.03556969329730061,-0.028108308990506314,0.00390625
netflow_sweep_full,p1,svc,classical_ext,unsw_dos_natural_cur,9,1,-0.010313686832623743,-0.01250229400177616,0.0078125
netflow_sweep_full,p1,svc,classical_ext,unsw_recon_natural_cur,9,2,-0.0034903767598548014,-0.005699151547055026,0.25
netflow_sweep_full,p2,gpc,classical_ext,ALL,27,9,-0.004618972265221698,-0.003983647336583629,0.02000175416469574
netflow_sweep_full,p2,gpc,classical_ext,toniot_scanning_natural_cur,9,6,-0.0003574800438804389,0.0005995032957605284,0.734375
netflow_sweep_full,p2,gpc,classical_ext,unsw_dos_natural_cur,9,0,-0.009323447279650114,-0.009168802604619608,0.00390625
netflow_sweep_full,p2,gpc,classical_ext,unsw_recon_natural_cur,9,3,-0.004175989472134539,-0.009620536567328863,0.5703125
netflow_sweep_full,p2,svc,classical_ext,ALL,27,9,-0.003864144769319083,-0.0029284132063363,0.046262577176094055
netflow_sweep_full,p2,svc,classical_ext,toniot_scanning_natural_cur,9,2,-0.002148864753709382,-0.0008042898461827486,0.0390625
netflow_sweep_full,p2,svc,classical_ext,unsw_dos_natural_cur,9,2,-0.007099027708214183,-0.004814245449722976,0.12890625
netflow_sweep_full,p2,svc,classical_ext,unsw_recon_natural_cur,9,5,-0.002344541846033684,0.0006969688185094469,0.8203125
netflow_sweep_full,p3,gpc,classical_ext,ALL,27,15,-0.0006945002080207582,0.00045513604524949347,0.6963860541582108
netflow_sweep_full,p3,gpc,classical_ext,toniot_scanning_natural_cur,9,7,0.00033054804755481036,0.00046988706014194914,0.359375
netflow_sweep_full,p3,gpc,classical_ext,unsw_dos_natural_cur,9,3,-0.0030236816857024764,-0.0029398638360313978,0.359375
netflow_sweep_full,p3,gpc,classical_ext,unsw_recon_natural_cur,9,5,0.0006096330140853916,0.0011536934598189719,0.8203125
netflow_sweep_full,p3,svc,classical_ext,ALL,27,7,-0.0026164810090588604,-0.0022230693306941607,0.007585808634757996
netflow_sweep_full,p3,svc,classical_ext,toniot_scanning_natural_cur,9,3,-0.0006077345763994238,-0.0005930469957543538,0.1640625
netflow_sweep_full,p3,svc,classical_ext,unsw_dos_natural_cur,9,2,-0.003936416350827791,-0.005324758246560424,0.30078125
netflow_sweep_full,p3,svc,classical_ext,unsw_recon_natural_cur,9,2,-0.0033052920999493665,-0.004094947822384953,0.0390625
